_id,skill_tree_id,required_skill_tree_points,name,name_de,name_fr,name_es,name_it,name_jp,description,description_de,description_fr,description_es,description_it,description_jp
260,129,15,Rodeo God,Aufsteigmeister,Maître cavalier,Maestro de monta,Gran cavaliere,乗りマスター,Makes it easier to mount and successfully topple a monster.,"Erleichtert es, auf ein Monster aufzusteigen und es zu Fall zu bringen.",Chevaucher un monstre et le renverser devient plus facile.,Facilita permanecer montado en un monstruo hasta derribarlo.,Rende più facile salire e restare in groppa ai mostri.,
261,129,10,Mounting Master,Wundgeritten,Lourdaud,Dolor de nalgas,Mal di sella,乗り名人,Makes it much easier to mount and successfully topple a monster.,"Erleichtert es sehr, auf ein Monster aufzusteigen und es zu Fall zu bringen.",Chevaucher un monstre et le renverser devient beaucoup plus facile.,Facilita mucho permanecer montado en un monstruo hasta derribarlo.,Rende più agevole salire e restare sul dorso dei mostri.,乗り蓄積値が1.25倍に増え、乗り状態時の攻撃ゲージの増加量が1.25倍になる
262,129,-10,Saddle Sore,KritElemntschadn,Rage élémentaire,Crít. elemental,Critico elem.,乗り下手,Makes it harder to mount and successfully topple a monster.,"Erschwert es, auf ein Monster aufzusteigen und es zu Fall zu bringen.",Chevaucher un monstre et le renverser devient plus difficile.,Dificulta permanecer montado en un monstruo hasta derribarlo.,Rende più difficile salire e restare in groppa ai mostri.,乗り蓄積値が0.9倍に減り、乗り状態時の攻撃ゲージの増加量が0.9倍になる
263,130,10,Elemental Crit,KritStatusschaden,Attaque perfide,Crít. estado,Critico stat.,会心撃【属性】,"Increases elemental damage (Fire, Water, Thunder, Ice, Dragon) of your critical hits.","Erhöht den Elementschaden (Feuer, Wasser, Donner, Eis, Drache) deiner kritischen Treffer.","Accroît les dégâts élémentaires (feu, eau, foudre, glace, dragon) des coups critiques.","Aumenta el daño elemental (fuego, agua, rayo, hielo, draco) de los golpes críticos.","Aumenta i danni elementali (fuoco, acqua, tuono, ghiaccio, drago) dei colpi critici.",クリティカル攻撃の際に与える属性ダメージ(火、水、雷、氷、龍)を高める
264,131,10,Status Crit,Geschossbahn,Maîtrise,Trayectoria,Traiettoria,会心撃【特殊】,"Increases abnormal status attack potency (Sleep, Blast, Poison, Paralysis) of your critical hits.","Erhöht die Stärke der anormalen Angriffe (Schlaf, Lähmung, Gift, Sprengen) deiner kritischen Treffer.","Accroît la puissance des attaques à statut anormal (sommeil, poison, paral., expl.) des coups critiques.","Ataques de estados anormales (nitro, veneno, parál., sueño) más potentes en golpes críticos.","Aumenta la potenza degli stati alterati (sonno, scoppio, veleno, paralisi) dei colpi critici.",クリティカル攻撃の際に与える状態異常値(麻痺、毒、睡眠、爆破)を高める
265,132,10,Trajectory,Pilzmagier,Mycophile,Micólogo,Fungomante,弾導強化,Prolongs the time window certain ammo and arrows can hit at maximum power.,"Verlängert das Zeitfenster, in dem bestimmte Munitionsarten und Pfeile mit max. Kraft auftreffen.",Prolonge la période d'utilisation à puissance maximale de certaines munitions et flèches.,Aumenta el tiempo durante el cual ciertas flechas y munición impactan a plena potencia.,Estende il limite di tempo entro cui lanciare alla massima potenza alcune frecce e munizioni.,一部の弾丸、矢の最も威力の高いタイミングを、長く持続させる
266,133,10,Mushromancer,Rationierer,Satisfaction,Repartidor,Razionatore,キノコ大好き,Allows consumption of mushrooms and grants certain benefits as a result.,Ermöglicht den Verzehr von Pilzen und gewährt dadurch gewisse Vorteile.,Permet la consommation de champignons afin d'en tirer certains bénéfices.,Permite consumir setas para obtener ciertos beneficios de ellas.,Consente il consumo di funghi da cui ricavare determinati benefici.,キノコが食べられるようになり、食べることで有効な効果を得られるようになる
267,134,10,Rationer,Blutung nichtig,Compression,Anula sangrado,Nega emorragia,満足感,Sometimes allows you to reuse items after you eat and drink them.,Ermöglicht gelegentlich die erneute Verwendung gegessener und getrunkener Objekte.,Permet occasionnellement de réutiliser des objets après les avoir mangés ou bus.,Te permite reutilizar algunos objetos tras haberlos comido o bebido.,Permette saltuariamente di riutilizzare oggetti che hai mangiato o bevuto.,食べたり飲んだりするアイテムが一定の確率でもう1度使える
268,135,10,Negate Bleeding,Doppelte Blutung,Effusion,Sangrado doble,Doppia emorragia,裂傷無効,Prevents Bleeding.,Verhindert Bluten.,Empêche le saignement.,Evita el sangrado.,Previene l'emorragia.,裂傷状態にならなくなる
269,135,-10,Double Bleeding,Rodeo-Gott,Dieu du rodéo,Dios del rodeo,Dio del rodeo,裂傷倍加,Doubles the damage received from Bleeding.,"Verdoppelt den durch ""Bluten"" erlittenen Schaden.",Double les dégâts infligés par le saignement.,Duplica el daño recibido por sangrado.,Raddoppia i danni subiti per l'emorragia.,裂傷状態が2倍になる
270,136,10,Negate Tar,Teer nichtig,Fluide,Anula brea,Nega catrame,粘着無効,Negates the movement-hindering effects of the Webbed and Tarred statuses.,"Negiert die bewegungsbehin- dernden Effekte von ""Eingenetzt"" und ""Teer"".",Annule les effets incapacitants des statuts cocon et goudron.,Anula los efectos que entorpecen el movimiento de los estados enmarañado y embreado.,Nega gli effetti di limitazione della mobilità degli stati tela di ragno e catrame.,糸拘束状態と、重油拘束状態を無効化する
271,137,10,Steady Hand,Ruhige Hand,Nerfs d'acier,Mano firme,Mano ferma,心剣一体,Prevents your attacks from being deflected and halves the rate at which Sharpness decreases.,"Verhindert, dass deine Angriffe abgelenkt werden, und halbiert die Verringerungsrate von Schärfe.",Empêche les attaques d'être déviées et réduit de moitié la baisse de tranchant.,"Evita que rechacen tus ataques, reduce a la mitad la velocidad a la que disminuye el afilado.",Impedisce ai tuoi attacchi di essere deviati e dimezza la velocità di riduzione dell'acutezza.,心眼 ＋ 業物
272,138,10,Alloy Stomach,Eisenmagen,Gros ventre,Estómago fuerte,Stomaco di ferro,グルメ,"Allows consumption of mushrooms, Raw Meat, etc., with added benefits. Also increases eating speed.","Ermöglicht Verzehr von Pilzen, Rohem Fleisch usw. mit Zusatzvorteilen. Erhöht die Verzehrgeschwindigkeit.","Consommez des champignons, de la viande crue, etc. pour en tirer des bénéfices. Mangez plus vite.","Permite consumir setas, carne cruda... con más beneficios. Comes más rápido.","Permette di consumare più velocemente funghi, carne cruda e altri cibi, ricavandone benefici.",早食い+2 ＋ お肉大好き ＋ キノコ大好き
273,139,10,Pro Dirty Fencer,Profi-S.-Fechter,Trompe-la-mort,Esgrimista sucio,Gran schermidore,ネバネバ剣法,Ups power every time you faint. Lowers certain actions' stamina cost. Boosts Exhaust effects.,Erhöht Stärke bei jeder Ohnmacht. Verringert Ausdauerkosten mancher Aktionen. Stärkt Ermüdungseffekte.,Puissance accrue à chaque évanouissement. Coût en stamina baissé. Effets de faiblesse accrus.,Más poder tras desmayarte. Hay acciones que consumen menos resistencia. Mejora al agotarte.,"Rafforza dopo gli svenimenti, riduce alcuni costi in resistenza e aumenta gli effetti affaticanti.",不屈 ＋ ランナー ＋ スタミナ奪取
274,140,10,Enlightened Blade,Erleuchtete Klinge,Invocation,Espada iluminada,Lama illuminata,奥義,"Unlocks latent weapon elements, and powers up elemental and abnormal status attacks.",Schaltet versteckte Waffenelemente frei und verstärkt Elementangriffe und anormale Angriffe.,Débloque les éléments latents des armes et renforce les attaques élémentaires et à statut anormal.,Desbloquea elementos latentes en las armas y potencia ataques elementales y de estados anormales.,Sblocca gli elementi latenti dell'arma e potenzia gli attacchi elementali e con status alterato.,覚醒 ＋ 属性攻撃強化 ＋ 状態異常攻撃
275,141,10,Explosive Trapper,ExplosFallensteller,Braconnier,Colocaexplosivos,Caccia esplosiva,トラップマスター,"Increases bomb/Blast damage, bomb- and trap-setting speed, and Combination success rate.","Erhöht Bomben-/Explosionsschaden, Geschwindigkeit beim Bomben-/ Fallenlegen und Kombi-Erfolgsrate.","Dégâts des bombes/expl., vitesse de pose des bombes/pièges et taux de réussite des combin. accrus.","Más daño por bombas/ráfaga, pones bombas/trampas más rápido y más combinaciones exitosas.",Potenzia scoppi e bombe. Bombe e trappole più rapide. Le combinazioni riescono più spesso.,罠師 ＋ ボマー
276,142,10,Heavy Hitter,Schlagkräftig,Poing de fer,Pegando fuerte,Gran colpitore,強打,Increases the effectiveness of attacks that Exhaust and Stun monsters.,"Erhöht die Effizienz von Angriffen, die Monster ermüden und betäuben.",Augmente l'efficacité des attaques qui épuisent et étourdissent les monstres.,Aumentan la efectividad de los ataques que fatigan y aturden a los monstruos.,Aumenta l'efficacia degli attacchi che affaticano e stordiscono i mostri.,スタミナ奪取 ＋ KO術
277,143,10,Benediction,Segen,Purification,Bendición,Benedizione,祝福,Increases the efficacy of Health recovery items and may decrease damage taken.,Erhöht die Effizienz von Gesund- heitserholungsobjekten und kann den erlittenen Schaden verringern.,Augmente l'efficacité des objets de récupération de vie et réduit parfois les dégâts subis.,Aumenta la eficacia de los objetos que otorgan salud y a veces reduce el daño recibido.,Aumenta l'efficacia degli oggetti che ripristinano vita. Può ridurre i danni subiti.,体力回復量UP ＋ 精霊の加護
278,144,10,Clandestine,Verstohlenheit,Discrétion,Clandestino,Clandestino,暗躍,"Increases ammo capacity, Combination success rate, and chances of not being targeted.","Erhöht die Munitionskapazität, die Kombinier-Erfolgsrate und die Chance, nicht zum Ziel zu werden.","Capacité de munitions, taux de réussite des combinaisons et proba. de ne pas être ciblé accrus.","Permite llevar más munición, más combinaciones exitosas, es menos probable recibir ataques.","Aumenta le munizioni massime, il successo nelle combinazioni e nell'evitare gli attacchi.",装填数UP ＋ 調合成功率 ＋ 隠密
