_id,name,name_de,name_fr,name_es,name_it,name_jp,type,sub_type,rarity,carry_capacity,buy,sell,description,icon_name,armor_dupe_name_fix
141,Sushifish Bait,Sushifischköder,Appât pour sushi,Cebo pez sushi,Esca pesce-sushi,サシミダンゴ,Bait,,2,5,,2,"A fishing lure with chum that makes Sushifish go, mmm.""""",Bait-Yellow.png,
142,Burst Bait,Berstköder,Appât explosif,Cebo reventón,Esca bomba,バクダンゴ,Bait,,2,5,,7,"A fishing lure with chum that makes fish that rupture upon death go mmm"".""",Bait-Red.png,
143,Goldenfish Bait,Goldenfischköder,Appât d'or,Cebo pez dorado,Esca pesce-dorato,黄金ダンゴ,Bait,,4,5,,30,"A fishing lure with chum that makes Goldenfish go, mmm.""""",Bait-Yellow.png,
144,Old Pickaxe,Alte Spitzhacke,Vieille pioche,Pico antiguo,Vecchio piccone,ボロピッケル,Tool,,1,5,,6,A cheap pickaxe with an easily nicked blade.,Pickaxe-Grey.png,
145,Iron Pickaxe,Eisenspitzhacke,Pioche de fer,Pico de hierro,Piccone di ferro,ピッケル,Tool,,1,5,,16,A pickaxe with a reasonably strong blade.,Pickaxe-White.png,
146,Mega Pickaxe,Mega-Spitzhacke,Méga pioche,Megapico,Mega-piccone,ピッケルグレート,Tool,,3,5,,24,A pickaxe tempered with steel. This one won't nick easily.,Pickaxe-Yellow.png,
147,Old Bug Net,Altes Käfernetz,Vieux filinsecte,Cazamariposas viejo,Vecchio retino,ボロ虫あみ,Tool,,1,5,,3,A cheap net for catching bugs. It tears easily.,Bugnet-Grey.png,
148,Bug Net,Käfernetz,Filinsecte,Cazamariposas,Retino insetti,虫あみ,Tool,,1,5,,8,A durable net for catching bugs.,Bugnet-White.png,
149,Mega Bug Net,Mega-Käfernetz,Méga filinsecte,Megacazamariposas,Mega-retino,虫あみグレート,Tool,,3,5,,12,An extremely durable net for catching bugs. This one is made to last.,Bugnet-Yellow.png,
150,BBQ Spit,Grillspieß,Broche BBQ,Asador barbacoa,Spiedo barbecue,肉焼きセット,Tool,,4,1,,56,Just what you need to cook meat. A must-have item for any hungry hunter.,BBQSpit-Red.png,
151,Whetstone,Wetzstein,Aiguisoir,Piedra de afilar,Cote,砥石,Tool,,1,20,,8,A standard-sized Whetstone. Use it to restore a weapon's Sharpness.,Whetstone.png,
152,Binoculars,Fernglas,Jumelles,Prismáticos,Binocolo,双眼鏡,Tool,,1,1,,5,Allow you to see farther and observe from a distance.,Binoculars.png,
153,Garbage,Abfall,Détritus,Basura,Immondizia,もえないゴミ,Tool,,1,99,,1,Junk created when a combination attempt fails.,QuestionMark-Yellow.png,
154,Field Horn,Feldhorn,Corne de chasse,Cuerno atrayente,Corno da richiamo,角笛,Tool,,2,1,,48,Used to attract certain monsters -- blow at your own risk. May break when used.,Flute-Yellow.png,
155,Health Horn,Gesundheitshorn,Flûte de vie,Cuerno de salud,Corno della vita,回復笛,Tool,,4,1,,550,Restores Health to those who hear it. May break when used.,Flute-Green.png,
156,Antidote Horn,Gegengifthorn,Flûte antidote,Cuerno antídoto,Corno antidoto,解毒笛,Tool,,4,1,,270,Eliminates poison in the blood of those who hear it. May break when used.,Flute-Blue.png,
157,Demon Horn,Dämonenhorn,Flûte du démon,Cuerno demonio,Corno demoniaco,鬼人笛,Tool,,5,1,,1080,Increases the strength of those who hear it. May break when used.,Flute-Red.png,
158,Armor Horn,Rüstungshorn,Flûte de pierre,Cuerno armadura,Corno armatura,硬化笛,Tool,,5,1,,986,Bolsters the defenses of those who hear it. May break when used.,Flute-Orange.png,
159,Wystone Lv1: Brace,WysteinSt1: Stärkung,Wyvpierre NV1 : Acier,Wypiedra nv1: sujec.,Wypietra lv1: tonico,LV1 抗竜石・耐衝,Wystone,,5,1,,,,Wystone-Orange.png,
160,Wystone Lv2: Brace,WysteinSt2: Stärkung,Wyvpierre NV2 : Acier,Wypiedra nv2: sujec.,Wypietra lv2: tonico,LV2 抗竜石・耐衝,Wystone,,6,1,,,,Wystone-Orange.png,
161,Wystone Lv1: Element,Wystein St1: Element,Wyvpierre NV1 : Élém.,Wypiedra nv1: elemen.,Wypietra lv1: elemen.,LV1 抗竜石・属撃,Wystone,,5,1,,,,Wystone-Cyan.png,
162,Wystone Lv2: Element,Wystein St2: Element,Wyvpierre NV2 : Élém.,Wypiedra nv2: elemn.,Wypietra lv2: elemen.,LV2 抗竜石・属撃,Wystone,,6,1,,,,Wystone-Cyan.png,
163,Wystone Lv1: Force,Wystein St1: Wucht,Wyvpierre NV1 : Force,Wypiedra nv1: fuerza,Wypietra lv1: forza,LV1 抗竜石・剛撃,Wystone,,5,1,,,,Wystone-Red.png,
164,Wystone Lv2: Force,Wystein St2: Wucht,Wyvpierre NV2 : Force,Wypiedra nv2: fuerza,Wypietra lv2: forza,LV2 抗竜石・剛撃,Wystone,,6,1,,,,Wystone-Red.png,
165,Wystone Lv1: Drive,Wystein St1: Antrieb,Wyvpierre NV1 : Zèle,Wypiedra nv1: impulso,Wypietra lv1: slancio,LV1 抗竜石・心撃,Wystone,,5,1,,,,Wystone-Purple.png,
166,Wystone Lv2: Drive,Wystein St2: Antrieb,Wyvpierre NV2 : Zèle,Wypiedra nv2: impul.,Wypietra lv2: slancio,LV2 抗竜石・心撃,Wystone,,6,1,,,,Wystone-Purple.png,
167,Proto Wystone: Drive,ProtoWystein:Antrieb,Wyvpierre proto : Mental,Proto wypiedra (Apex),Protowypietra: slancio,試作抗竜石・心撃,Wystone,,5,1,,,,Wystone-Purple.png,
168,Garrison Bllsta Ammo,GarnisonBallistnmuni,Munit. baliste garn.,Munic. ball. cuartel,P balista difensiva,要塞防衛式弩砲弾,Tool,,5,10,,10,,Ammo-Yellow.png,
169,Dense Marcoal,Dichte Markohle,Dracocharbon,Dracarbón denso,Malcarbone,高密度滅龍炭,Tool,,5,1,,200,,Coin-Yellow.png,
170,Honey,Honig,Miel,Miel,Miele,ハチミツ,Plant,,2,10,,45,"Full of nutrients, but indigestible in this form.",Webbing-Orange.png,
171,Herb,Kraut,Herbe,Hierba,Erba,薬草,Plant,,1,10,,2,"Restores a very small amount of Health, but the flavor's not too hot.",Herb-Green.png,
172,Antidote Herb,Gegengiftkraut,Herbe à antidote,Hierba antídoto,Erba antidoto,げどく草,Plant,,1,10,,2,A plant used in antidotes. It sometimes cures poison when eaten by itself.,Herb-Blue.png,
173,Fire Herb,Feuerkraut,Herbe de feu,Hierba de fuego,Erba fuoco,火薬草,Plant,,2,20,,4,"A wondrous, flammable plant.",Herb-Red.png,
174,Ivy,Efeu,Lierre,Hiedra,Edera,ツタの葉,Plant,,1,10,,8,"A vine of tough fibers. Woven, it is sturdy enough to hold a person's weight.",Herb-Green.png,
175,Sleep Herb,Schlafkraut,Herbe du sommeil,Hierba somnífera,Erba soporifera,ネムリ草,Plant,,1,10,,5,A plant containing sleeping agents.,Herb-Cyan.png,
176,Sap Plant,Harzpflanze,Plante à sève,Planta de savia,Pianta da linfa,ネンチャク草,Plant,,1,30,,2,The sap it secretes is a strong adhesive. Careful you don't glue your Pouch shut!,Herb-White.png,
177,Felvine,Felvine,Felvine,Vid Felyne,Felvina,マタタビ,Plant,,1,10,,1,Melynxes' favorite food -- they just have to steal it.,Herb-Yellow.png,
178,Gloamgrass Root,Dämmergraswurzel,Racine crépuscule,Raíz nocturna,Radice notturna,落陽草の根,Plant,,2,10,,10,,Herb-YellowGreen.png,
179,Gloamgrass Bud,Dämmergrasknospe,Fleur du crépuscule,Brote nocturno,Gemma notturna,落陽草の花,Plant,,5,10,,350,A night-blooming flower from a special herb native to Moga. It may have healing properties.,Herb-Teal.png,
180,Hot Pepper,Pfefferschote,Piment fort,Pimiento picante,Peperoncino,トウガラシ,Plant,,2,10,,4,"Blazingly spicy. Sure, it'll warm you up, but it's too hot to handle on its own.",Herb-Red.png,
181,Frozen Berry,Gefrorene Beere,Baie congelée,Baya congelada,Bacca ghiacciata,氷結晶イチゴ,Plant,,3,10,,54,,Seed-Pink.png,
182,Cathangea Seed,Cathangea-Samen,Graine Cathangée,Semilla cathangea,Seme gattangeo,竜仙花の種,Plant,,4,99,,100,,Seed-White.png,
183,Cathangea,Cathangea,Cathangée,Cathangea,Gattangea,竜仙花,Plant,,5,99,,200,,Herb-Pink.png,
184,Cathangea Elixir,Cathangea-Elixier,Élixir Cathangée,Elixir cathangea,Elisir gattangeo,竜仙丹,Plant,,6,99,,300,,Sac-Red.png,
185,Blue Mushroom,Blaupilz,Champignon bleu,Seta azul,Fungo blu,アオキノコ,Plant,,2,10,,2,"A well-known Combo material used to augment power. The deeper the blue, the better.",Mushroom-Blue.png,
186,Nitroshroom,Nitropilz,Champinitro,Nitroseta,Fungo nitro,ニトロダケ,Plant,,2,20,,6,A hard-to-find mushroom with the power to generate blazing heat.,Mushroom-Red.png,
187,Parashroom,Lähmpilz,Champaralysie,Paraliseta,Fungo paralisi,マヒダケ,Plant,,3,10,,15,A mushroom that induces paralysis.,Mushroom-Yellow.png,
188,Toadstool,Giftpilz,Champi vénéneux,Hongo,Fungo a ombrello,毒テングダケ,Plant,,2,10,,8,"Logic says not to eat this poisonous fungus, but don't write it off completely.",Mushroom-Purple.png,
189,Exciteshroom,Reizpilz,Champexciteur,Seta excitante,Fungo stimolante,ドキドキノコ,Plant,,3,10,,18,This one has a very strange aroma... Edible? Only one way to find out.,Mushroom-Purple.png,
190,Mopeshroom,Trauerpilz,Champasthénie,Seta depresiva,Fungo depressivo,クタビレタケ,Plant,,2,10,,9,,Mushroom-Cyan.png,
191,Dragon Toadstool,Drachengiftpilz,Mandragore,Hongo dragón,Fungo drago,マンドラゴラ,Plant,,3,10,,40,A dangerous fungus said to suck the life out of the one who plucks it. Beware.,Mushroom-Red.png,
192,Paintberry,Farbbeere,Baie-peinture,Baya pintura,Bacca-pittura,ペイントの実,Plant,,1,99,,6,A berry with a shockng hue and an overwhelming scent. Look out: it WILL stain!,Seed-Pink.png,
193,Might Seed,Machtsamen,Graine pouvoir,Semilla de poder,Seme demoniaco,怪力の種,Plant,,2,10,,140,Temporarily raises your Attack when ingested by improving energy flow.,Seed-Red.png,
194,Adamant Seed,Diamantsamen,Graine armure,Semilla armadura,Seme armatura,忍耐の種,Plant,,2,10,,110,Temporarily raises your Defense when ingested by hardening tissue.,Seed-Orange.png,
195,Nulberry,Nullbeere,Baie-soin,Curibaya,Nulbacca,ウチケシの実,Plant,,2,10,,120,"A mysterious berry that cures all elemental Blights (Fire, Water, Ice, Thunder, and Dragon)",Seed-Blue.png,
196,Dragonfell Berry,Drachentod-Beere,Baie-dragon,Baya antidragón,Bacca-drago,龍殺しの実,Plant,,4,10,,78,Eat this to cure Dragonblight and temporarily increase Dragon Resistance.,Seed-Red.png,
197,Scatternut,Splitternuss,Frag-noix,Nuez frágil,Noce-scoppio,はじけクルミ,Plant,,2,30,,4,A nut that violently ejects its contents when struck.,Seed-Grey.png,
198,Needleberry,Nadelbeere,Baiguille,Baya aguja,Bacca-spillo,ハリの実,Plant,,1,99,,1,A berry covered with needle-like thorns.,Seed-Grey.png,
199,Latchberry,Schnallenbeere,Baie-grippe,Baya adherente,Baccappiccicosa,ツラヌキの実,Plant,,1,60,,4,,Seed-Cyan.png,
200,Bomberry,Bombeere,Bombaie,Baya bomba,Bacca-bomba,カクサンの実,Plant,,2,10,,12,A berry that explodes when struck.,Seed-Grey.png,
201,Bumblepumpkin,Hummelkürbis,Potironron,Supercalabazón,Granzucca,ペピポパンプキン,Plant,,4,10,,20,"A trendy orange pumpkin. If left undisturbed, it can grow to gigantic proportions.",Seed-Orange.png,
202,Stone,Stein,Pierre,Piedra,Pietra,石ころ,Ore,,1,99,,1,A rock with just the right heft for throwing. Tried and tested!,Ore-Grey.png,
203,Iron Ore,Eisenerz,Minerai de fer,Hierro,Ferro,鉄鉱石,Ore,,4,99,,60,Ore with high iron content. Can be smelted and forged into various equipment.,Ore-Grey.png,
204,Earth Crystal,Erdkristall,Cristal de terre,Cristal de tierra,Cristallo terra,大地の結晶,Ore,,4,99,,80,Crystallized microbes which are prized as an abrasive when forging weapons.,Ore-White.png,
205,Machalite Ore,Machalit-Erz,Machalite,Machalita,Machalite,マカライト鉱石,Ore,,4,99,,160,"An ore harder than iron, but also several times more difficult to forge with.",Ore-Blue.png,
206,Dragonite Ore,Drachenit-Erz,Dragonite,Dragonita,Dragonite,ドラグライト鉱石,Ore,,4,99,,480,An ore that yields metal superior to that of Machalite. Rare and valuable.,Ore-Green.png,
207,Lightcrystal,Lichtkristall,Cristal de lumière,Cristal ligero,Cristallo luce,ライトクリスタル,Ore,,4,99,,1150,An extemely hard substance with a faint glow. Sometimes used for crafting tools.,Ore-Grey.png,
208,Ice Crystal,Eiskristall,Cristal de glace,Cristal de hielo,Cristallo gelo,氷結晶,Ore,,4,20,,60,Ice that will not melt at room temparatures. Can be used to create denser ore.,Ore-Cyan.png,
209,Firestone,Feuerstein,Pierre de feu,Piedra de fuego,Pietra del fuoco,紅蓮石,Ore,,4,99,,860,Combusts even at room temperature. Its high heat can be used to fuse materials.,Ore-Red.png,
210,Gossamite Ore,Gossamit-Erz,Éthérocite,Gosamita,Gossamite,レビテライト鉱石,Ore,,4,99,,720,,Ore-Cyan.png,
211,Heavenly Crystal,Himmlischer Kristall,Cristal céleste,Cristal de cielo,Cristallo divino,天空の結晶,Ore,,6,99,,80,,Ore-White.png,
212,Meteor Crystal,Meteorkristall,Cristal météorique,Cristal meteoro,Cristallo meteoritico,星石の結晶,Ore,,8,99,,1280,,Ore-White.png,
213,Carbalite Ore,Karbalit-Erz,Carbalite,Carbalita,Carbalite,カブレライト鉱石,Ore,,6,99,,680,An ore still being researched. It yields even better metal than Dragonite.,Ore-Purple.png,
214,Novacrystal,Novakristall,Cristal nova,Cristal nova,Novacristallo,ノヴァクリスタル,Ore,,6,99,,2440,,Ore-White.png,
215,Fucium Ore,Fusium-Erz,Fucium,Fucium,Fucium,ユニオン鉱石,Ore,,6,99,,1020,"An ore composed of a mysterious metal, capable of fusing nearly any two materials together.",Ore-Pink.png,
216,Eltalite Ore,Eltalit-Erz,Eltalite,Eltalita,Eltalite,エルトライト鉱石,Ore,,8,99,,1280,A promising new ore that produces higher quality metal than Carbalite Ore.,Ore-Red.png,
217,Meldspar Ore,Mischspat-Erz,Meldium,Flexidur,Meldspar,メランジェ鉱石,Ore,,8,99,,1920,"An ore composed of a durable, flexible metal that works well as a combining agent.",Ore-White.png,
218,Firecell Stone,Feuerzellenstein,Pierre de lave,Piedra de lava,Cella di fuoco,獄炎石,Ore,,6,99,,1720,A magma-like deposit that only trained hands can properly work with.,Ore-Orange.png,
219,Allfire Stone,Allfeuerstein,Pierre ardente,Piedra ardiente,Ardipietra,真紅蓮石,Ore,,8,99,,5160,An ore that blazes with an all-consuming flame. Requires considerable skill to mine.,Ore-Red.png,
220,Yoldspar Ore,Yoldspar-Erz,Yoldium,Volublita,Yoldspar,フルクライト鉱石,Ore,,6,99,,1440,,Ore-Cyan.png,
221,Cosmicite Ore,Kosmoserz,Minerai cosmicite,Mineral de cosmicita,Cosmicite,コスモライト鉱石,Ore,,8,99,,4320,,Ore-Purple.png,
222,Purecrystal,Reiner Kristall,Cristal de sérénité,Cristal puro,Cristalpuro,ピュアクリスタル,Ore,,8,99,,7320,A crystal that's 100% pure. Hard enough to be used in workshop tools.,Ore-Blue.png,
223,Abrasive,Schleifmittel,Abrasif,Abrasivo,Abrasivo,研磨材,Ore,,4,99,,100,,Whetstone.png,
224,Quality Abrasive,Qualitätschleifmittl,Abrasif de qualité,Abrasivo extra,Abrasivo magno,高級研磨材,Ore,,5,99,,200,,Whetstone.png,
225,Awesome Abrasive,1A-Schleifmittel,Super abrasif,Abrasivo genial,Abrasivo supremo,最高級研磨材,Ore,,6,99,,300,,Whetstone.png,
226,Ultimate Abrasive,Ultima-Schleifmittel,Abrasif ultime,Abrasivo definitivo,Abrasivo estremo,極上研磨材,Ore,,7,99,,400,,Whetstone.png,
227,Armor Stone,Rüststein,Pierre d'armure,Piedra armadura,Pietra-armatura,鎧石,Ore,,4,99,,150,Reacts uniquely to heat. Combine with other materials to create coating for armor.,Ore-White.png,
228,Armor Sphere,Rüstkugel,Sphère d'armure,Esfera armadura,Sfera-armatura,鎧玉,Ore,,4,99,,80,Reacts uniquely to heat. Fuse this to armor to increase its strength.,Sphere-Blue.png,
229,Armor Sphere+,Rüstkugel+,Sphère d'armure +1,Esfera armadura+,Sfera-armatura +1,上鎧玉,Ore,,4,99,,300,Fuse this high-quality Armor Sphere to existing armor to increase its strength.,Sphere-Green.png,
230,Adv Armor Sphere,Erweiterte Rüstkugel,Sphère d'armure +2,Esf. armad. avanzada,Sfera-armatura +2,尖鎧玉,Ore,,5,99,,300,An advanced Armor Sphere. Rare in Moga Village. Save it for that special upgrade.,Sphere-Orange.png,
231,Hard Armor Sphere,Harte Rüstkugel,Sphère d'armure +3,Esfera armadura dura,Sfera-armatura +3,堅鎧玉,Ore,,5,99,,400,,Sphere-Purple.png,
232,Heavy Armor Sphere,Schwere Rüstkugel,Sphère d'armure +4,Esf. armadura pesada,Sfera-armatura +4,重鎧玉,Ore,,6,99,,600,,Sphere-Red.png,
233,True Armor Sphere,Echte Rüstkugel,Sphère d'armure +5,Esfera armadura pura,Sfera-armatura +5,真鎧玉,Ore,,7,99,,700,,Sphere-Cyan.png,
234,Strong Armor Sphere,Starke Rüstkugel,Sphère d'armure +6,Esf. armad. fuerte,Sfera-armatura +6,剛鎧玉,Ore,,8,99,,800,,Sphere-YellowGreen.png,
235,Divine Armor Sphere,Göttliche Rüstkugel,Sphère d'armure +7,Esf. armad. divina,Sfera-armatura +7,天鎧玉,Ore,,9,99,,900,,Sphere-Yellow.png,
236,Whetfish,Wetzfisch,Poissaiguiseur,Caballa cuchillo,Sgombro-coltello,キレアジ,Fish,,1,10,,45,A fish with a dorsal fin hard enough to sharpen weapons with.,Fish-Yellow.png,
237,Sushifish,Sushifisch,Sushipoisson,Pez sushi,Pesce-sushi,サシミウオ,Fish,,1,10,,45,"A fatty, delicious fish that restores a small amount of Health when consumed.",Fish-Orange.png,
238,Sleepyfish,Schlaffisch,Somnipoisson,Pez somnífero,Pesce-sonno,眠魚,Fish,,2,10,,45,A fish that contains sleeping agents.,Fish-Cyan.png,
239,Pin Tuna,Nadelthunfisch,Pointhon,Atún pincho,Tonno-spillo,ハリマグロ,Fish,,1,30,,50,"A fish with jaws covered in tiny, needle-like spikes.",Fish-Grey.png,
240,Speartuna,Speerthunfisch,Lancethon,Pez arpón,Tonno-spada,カジキマグロ,Fish,,5,10,,1000,0,Fish-Blue.png,
241,Popfish,Platzfisch,Poisséclate,Pez estruendoso,Pesce-scoppio,はじけイワシ,Fish,,2,30,,15,A fish that literally pops when it dies.,Fish-Grey.png,
242,Scatterfish,Splitterfisch,Frag-poisson,Pez frágil,Pesce-bomba,カクサンデメキン,Fish,,4,10,,150,A fish that dashes itself to pieces when it dies.,Fish-Grey.png,
243,Burst Arowana,Berst-Arowana,Arowana éclat,Arrowana reventona,Arowana-boom,ハレツアロワナ,Fish,,4,10,,45,A fish that bursts open when it dies,Fish-Green.png,
244,Bomb Arowana,Bomben-Arowana,Arowana bombe,Arrowana bomba,Arowana-botto,バクレツアロワナ,Fish,,4,10,,135,A fish that explodes when it dies.,Fish-Purple.png,
245,Glutton Tuna,Schlemmthunfisch,Thon glouton,Atún glotón,Tonno-ghiottone,大食いマグロ,Fish,,4,10,,13,A fish that eats anything -- allowing you to sometimes get items from its stomach.,Fish-Orange.png,
246,Gastronome Tuna,Gourmet-Thunfisch,Thon gourmet,Atún gastrónomo,Tonno-gastronomo,ドス大食いマグロ,Fish,,5,5,,23,,Fish-Orange.png,
247,Small Goldenfish,Kleiner Goldenfisch,Petit poisson d'or,Pececito dorado,Pesce-dorato pic.,小金魚,Fish,,4,99,,500,"A rare fish that commands a high price, but beware its ferocity, rookies!",Fish-Yellow.png,
248,Wanchovy,Mattchovis,Wanchois,Cansanchoa,Stanciuga,シンドイワシ,Fish,,2,20,,48,A fish that can induce exhaustion.,Fish-Green.png,
249,Ancient Fish,Uralter Fisch,Cœlacanthe,Pez primitivo,Pesce antico,古代魚,Fish,,5,99,,1500,,Fish-Grey.png,
250,Blue Cutthroat,Blauer Schlitzer,Couperet bleu,Cortacuello azul,Tagliagole blu,イチノタチウオ,Fish,,4,99,,100,A fish that emits blue light. Its sharp body will cut you to pieces if you're not careful,Fish-Cyan.png,
251,Coinperch S,Münzbeutler K,Petite carpécule,Percadinerada peq.,Pinnamonete piccolo,コゼニマス,Fish,,4,99,,150,,Fish-Grey.png,
252,Coinperch M,Münzbeutler M,Moyenne carpécule,Percadinerada med.,Pinnamonete medio,ゼニマス,Fish,,4,99,,500,,Fish-Gold.png,
253,Coinperch L,Münzbeutler G,Grande carpécule,Percadinerada grande,Pinnamonete grande,ドスゼニマス,Fish,,5,99,,2500,,Fish-Yellow.png,
254,Dundorma Tuna,Dundorma-Thunfisch,Thon Dundorma,Atún de Dundorma,Tonno di Dundorma,ドンドルマグロ,Fish,,5,99,,20,,Fish-Red.png,
