_id,slot,defense,max_defense,fire_res,thunder_res,dragon_res,water_res,ice_res,gender,hunter_type,num_slots
3663,Body,26,73,1,1,1,1,1,Both,Gunner,3
3664,Arms,26,73,1,1,1,1,1,Both,Gunner,3
3665,Waist,26,73,1,1,1,1,1,Both,Gunner,2
3666,Legs,26,73,1,1,1,1,1,Both,Gunner,2
3667,Head,52,122,1,1,1,1,1,Both,Blade,2
3668,Body,52,122,1,1,1,1,1,Both,Blade,1
3669,Arms,52,122,1,1,1,1,1,Both,Blade,0
3670,Waist,52,122,1,1,1,1,1,Both,Blade,0
3671,Legs,52,122,1,1,1,1,1,Both,Blade,3
3672,Head,26,73,2,2,2,2,2,Both,Gunner,3
3673,Body,26,73,2,2,2,2,2,Both,Gunner,1
3674,Arms,26,73,2,2,2,2,2,Both,Gunner,0
3675,Waist,26,73,2,2,2,2,2,Both,Gunner,0
3676,Legs,26,73,2,2,2,2,2,Both,Gunner,2
3677,Head,52,122,2,2,2,2,2,Both,Blade,0
3678,Body,52,122,2,2,2,2,2,Both,Blade,1
3679,Arms,52,122,2,2,2,2,2,Both,Blade,1
3680,Waist,52,122,2,2,2,2,2,Both,Blade,0
3681,Legs,52,122,2,2,2,2,2,Both,Blade,1
3682,Head,26,73,3,3,3,3,3,Both,Gunner,0
3683,Body,26,73,3,3,3,3,3,Both,Gunner,1
3684,Arms,26,73,3,3,3,3,3,Both,Gunner,1
3685,Waist,26,73,3,3,3,3,3,Both,Gunner,0
3686,Legs,26,73,3,3,3,3,3,Both,Gunner,1
3687,Head,52,105,6,6,6,6,6,Both,Blade,0
3688,Body,52,105,6,6,6,6,6,Both,Blade,0
3689,Legs,52,105,6,6,6,6,6,Both,Blade,0
3690,Head,26,65,7,7,7,7,7,Both,Gunner,0
3691,Body,26,65,7,7,7,7,7,Both,Gunner,0
3692,Legs,26,65,7,7,7,7,7,Both,Gunner,0
3693,Head,1,134,0,1,3,0,6,Both,Blade,2
3694,Body,1,134,0,1,3,0,6,Both,Blade,2
3695,Arms,1,134,0,1,3,0,6,Both,Blade,2
3696,Waist,1,134,0,1,3,0,6,Both,Blade,2
3697,Legs,1,134,0,1,3,0,6,Both,Blade,1
3698,Head,1,72,1,2,4,1,7,Both,Gunner,2
3699,Body,1,72,1,2,4,1,7,Both,Gunner,2
3700,Arms,1,72,1,2,4,1,7,Both,Gunner,2
3701,Waist,1,72,1,2,4,1,7,Both,Gunner,2
3702,Legs,1,72,1,2,4,1,7,Both,Gunner,1
3703,Head,41,116,-2,2,0,-2,0,Both,Blade,2
3704,Body,41,116,-2,2,0,-2,0,Both,Blade,2
3705,Arms,41,116,-2,2,0,-2,0,Both,Blade,1
3706,Waist,41,116,-2,2,0,-2,0,Both,Blade,1
3707,Legs,41,116,-2,2,0,-2,0,Both,Blade,1
3708,Head,21,78,-1,3,1,-1,1,Both,Gunner,2
3709,Body,21,78,-1,3,1,-1,1,Both,Gunner,2
3710,Arms,21,78,-1,3,1,-1,1,Both,Gunner,1
3711,Waist,21,78,-1,3,1,-1,1,Both,Gunner,1
3712,Legs,21,78,-1,3,1,-1,1,Both,Gunner,1
3713,Head,52,123,0,-3,3,-3,2,Both,Blade,2
3714,Body,52,123,0,-3,3,-3,2,Both,Blade,1
3715,Arms,52,123,0,-3,3,-3,2,Both,Blade,1
3716,Waist,52,123,0,-3,3,-3,2,Both,Blade,2
3717,Legs,52,123,0,-3,3,-3,2,Both,Blade,1
3718,Head,26,79,1,-2,4,-2,3,Both,Gunner,2
3719,Body,26,79,1,-2,4,-2,3,Both,Gunner,1
3720,Arms,26,79,1,-2,4,-2,3,Both,Gunner,1
3721,Waist,26,79,1,-2,4,-2,3,Both,Gunner,2
3722,Legs,26,79,1,-2,4,-2,3,Both,Gunner,1
3723,Head,58,125,-5,-3,-2,3,2,Both,Blade,1
3724,Body,58,125,-5,-3,-2,3,2,Both,Blade,1
3725,Arms,58,125,-5,-3,-2,3,2,Both,Blade,0
3726,Waist,58,125,-5,-3,-2,3,2,Both,Blade,2
3727,Legs,58,125,-5,-3,-2,3,2,Both,Blade,2
3728,Head,29,80,-4,-2,-1,4,3,Both,Gunner,2
3729,Body,29,80,-4,-2,-1,4,3,Both,Gunner,1
3730,Arms,29,80,-4,-2,-1,4,3,Both,Gunner,0
3731,Waist,29,80,-4,-2,-1,4,3,Both,Gunner,2
3732,Legs,29,80,-4,-2,-1,4,3,Both,Gunner,2
3733,Head,81,134,3,-2,-3,3,-2,Both,Blade,1
3734,Body,81,134,3,-2,-3,3,-2,Both,Blade,1
3735,Arms,81,134,3,-2,-3,3,-2,Both,Blade,0
3736,Waist,81,134,3,-2,-3,3,-2,Both,Blade,0
3737,Legs,81,134,3,-2,-3,3,-2,Both,Blade,2
3738,Head,41,83,4,-1,-2,4,-1,Both,Gunner,1
3739,Body,41,83,4,-1,-2,4,-1,Both,Gunner,1
3740,Arms,41,83,4,-1,-2,4,-1,Both,Gunner,0
3741,Waist,41,83,4,-1,-2,4,-1,Both,Gunner,0
3742,Legs,41,83,4,-1,-2,4,-1,Both,Gunner,2
3743,Head,58,125,4,2,-5,2,2,Both,Blade,2
3744,Body,58,125,4,2,-5,2,2,Both,Blade,2
3745,Arms,58,125,4,2,-5,2,2,Both,Blade,2
3746,Waist,58,125,4,2,-5,2,2,Both,Blade,2
3747,Legs,58,125,4,2,-5,2,2,Both,Blade,2
3748,Head,29,80,5,3,-4,3,3,Both,Gunner,2
3749,Body,29,80,5,3,-4,3,3,Both,Gunner,2
3750,Arms,29,80,5,3,-4,3,3,Both,Gunner,2
3751,Waist,29,80,5,3,-4,3,3,Both,Gunner,2
3752,Legs,29,80,5,3,-4,3,3,Both,Gunner,2
3753,Head,34,81,0,0,0,0,0,,,0
3754,Arms,72,129,3,3,3,3,3,Both,Blade,2
3755,Arms,38,84,4,4,4,4,4,Both,Gunner,2
3756,Head,72,129,-5,2,3,-1,-1,Both,Blade,2
3757,Body,72,129,-5,2,3,-1,-1,Both,Blade,0
3758,Arms,72,129,-5,2,3,-1,-1,Both,Blade,0
3759,Waist,72,129,-5,2,3,-1,-1,Both,Blade,1
3760,Legs,72,129,-5,2,3,-1,-1,Both,Blade,2
3761,Head,38,84,-4,3,4,0,0,Both,Gunner,2
3762,Body,38,84,-4,3,4,0,0,Both,Gunner,0
3763,Arms,38,84,-4,3,4,0,0,Both,Gunner,0
3764,Waist,38,84,-4,3,4,0,0,Both,Gunner,1
3765,Legs,38,84,-4,3,4,0,0,Both,Gunner,2
3766,Head,70,127,-4,0,2,3,-2,Both,Blade,2
3767,Body,70,127,-4,0,2,3,-2,Both,Blade,0
3768,Head,36,82,-3,1,3,4,-1,Both,Gunner,2
3769,Body,36,82,-3,1,3,4,-1,Both,Gunner,0
3770,Head,70,127,2,-1,1,-1,-1,Both,Blade,1
3771,Body,70,127,2,-1,1,-1,-1,Both,Blade,1
3772,Arms,70,127,2,-1,1,-1,-1,Both,Blade,2
3773,Waist,70,127,2,-1,1,-1,-1,Both,Blade,1
3774,Legs,70,127,2,-1,1,-1,-1,Both,Blade,2
3775,Head,36,82,3,0,2,0,0,Both,Gunner,1
3776,Body,36,82,3,0,2,0,0,Both,Gunner,1
3777,Arms,36,82,3,0,2,0,0,Both,Gunner,2
3778,Waist,36,82,3,0,2,0,0,Both,Gunner,1
3779,Legs,36,82,3,0,2,0,0,Both,Gunner,2
3780,Head,80,135,0,-4,3,-4,3,Both,Blade,2
3781,Body,80,135,0,-4,3,-4,3,Both,Blade,2
3782,Arms,80,135,0,-4,3,-4,3,Both,Blade,2
3783,Waist,80,135,0,-4,3,-4,3,Both,Blade,1
3784,Legs,80,135,0,-4,3,-4,3,Both,Blade,3
3785,Head,43,88,1,-3,4,-3,4,Both,Gunner,2
3786,Body,43,88,1,-3,4,-3,4,Both,Gunner,2
3787,Arms,43,88,1,-3,4,-3,4,Both,Gunner,2
3788,Waist,43,88,1,-3,4,-3,4,Both,Gunner,1
3789,Legs,43,88,1,-3,4,-3,4,Both,Gunner,3
3790,Head,74,131,3,-2,1,0,-3,Both,Blade,1
3791,Body,74,131,3,-2,1,0,-3,Both,Blade,2
3792,Arms,74,131,3,-2,1,0,-3,Both,Blade,1
3793,Waist,74,131,3,-2,1,0,-3,Both,Blade,1
3794,Legs,74,131,3,-2,1,0,-3,Both,Blade,0
3795,Head,40,86,4,-1,2,1,-2,Both,Gunner,2
3796,Body,40,86,4,-1,2,1,-2,Both,Gunner,2
3797,Arms,40,86,4,-1,2,1,-2,Both,Gunner,1
3798,Waist,40,86,4,-1,2,1,-2,Both,Gunner,1
3799,Legs,40,86,4,-1,2,1,-2,Both,Gunner,0
3800,Head,80,135,-3,-1,2,2,2,Both,Blade,2
3801,Body,80,135,-3,-1,2,2,2,Both,Blade,1
3802,Arms,80,135,-3,-1,2,2,2,Both,Blade,1
3803,Waist,80,135,-3,-1,2,2,2,Both,Blade,2
3804,Legs,80,135,-3,-1,2,2,2,Both,Blade,2
3805,Head,43,88,-2,0,3,3,3,Both,Gunner,2
3806,Body,43,88,-2,0,3,3,3,Both,Gunner,1
3807,Arms,43,88,-2,0,3,3,3,Both,Gunner,1
3808,Waist,43,88,-2,0,3,3,3,Both,Gunner,2
3809,Legs,43,88,-2,0,3,3,3,Both,Gunner,2
3810,Head,74,131,-5,-3,3,3,0,Both,Blade,0
3811,Body,74,131,-5,-3,3,3,0,Both,Blade,2
3812,Arms,74,131,-5,-3,3,3,0,Both,Blade,1
3813,Waist,74,131,-5,-3,3,3,0,Both,Blade,1
3814,Legs,74,131,-5,-3,3,3,0,Both,Blade,2
3815,Head,40,86,-4,-2,4,4,1,Both,Gunner,0
3816,Body,40,86,-4,-2,4,4,1,Both,Gunner,2
3817,Arms,40,86,-4,-2,4,4,1,Both,Gunner,1
3818,Waist,40,86,-4,-2,4,4,1,Both,Gunner,1
3819,Legs,40,86,-4,-2,4,4,1,Both,Gunner,2
3820,Head,76,133,3,-2,3,-5,-3,Both,Blade,2
3821,Body,76,133,3,-2,3,-5,-3,Both,Blade,2
3822,Arms,76,133,3,-2,3,-5,-3,Both,Blade,0
3823,Waist,76,133,3,-2,3,-5,-3,Both,Blade,1
3824,Legs,76,133,3,-2,3,-5,-3,Both,Blade,1
3825,Head,41,87,4,-1,4,-4,-2,Both,Gunner,2
3826,Body,41,87,4,-1,4,-4,-2,Both,Gunner,2
3827,Arms,41,87,4,-1,4,-4,-2,Both,Gunner,0
3828,Waist,41,87,4,-1,4,-4,-2,Both,Gunner,1
3829,Legs,41,87,4,-1,4,-4,-2,Both,Gunner,1
3830,Head,74,131,-4,1,3,1,-1,Both,Blade,2
3831,Body,74,131,-4,1,3,1,-1,Both,Blade,0
3832,Arms,74,131,-4,1,3,1,-1,Both,Blade,1
3833,Waist,74,131,-4,1,3,1,-1,Both,Blade,1
3834,Legs,74,131,-4,1,3,1,-1,Both,Blade,1
3835,Head,40,86,-3,2,4,2,0,Both,Gunner,2
3836,Body,40,86,-3,2,4,2,0,Both,Gunner,0
3837,Arms,40,86,-3,2,4,2,0,Both,Gunner,1
3838,Waist,40,86,-3,2,4,2,0,Both,Gunner,1
3839,Legs,40,86,-3,2,4,2,0,Both,Gunner,1
3840,Head,76,133,1,0,3,0,-4,Both,Blade,1
3841,Body,76,133,1,0,3,0,-4,Both,Blade,1
3842,Arms,76,133,1,0,3,0,-4,Both,Blade,1
3843,Waist,76,133,1,0,3,0,-4,Both,Blade,2
3844,Legs,76,133,1,0,3,0,-4,Both,Blade,3
3845,Head,41,87,2,1,4,1,-3,Both,Gunner,1
3846,Body,41,87,2,1,4,1,-3,Both,Gunner,1
3847,Arms,41,87,2,1,4,1,-3,Both,Gunner,1
3848,Waist,41,87,2,1,4,1,-3,Both,Gunner,2
3849,Legs,41,87,2,1,4,1,-3,Both,Gunner,3
3850,Head,75,132,-5,3,0,2,-2,Both,Blade,2
3851,Body,75,132,-5,3,0,2,-2,Both,Blade,1
3852,Arms,75,132,-5,3,0,2,-2,Both,Blade,2
3853,Waist,75,132,-5,3,0,2,-2,Both,Blade,2
3854,Legs,75,132,-5,3,0,2,-2,Both,Blade,1
3855,Head,40,86,-4,4,1,3,-1,Both,Gunner,2
3856,Body,40,86,-4,4,1,3,-1,Both,Gunner,1
3857,Arms,40,86,-4,4,1,3,-1,Both,Gunner,2
3858,Waist,40,86,-4,4,1,3,-1,Both,Gunner,2
3859,Legs,40,86,-4,4,1,3,-1,Both,Gunner,1
3860,Head,77,134,-5,3,0,2,-2,Both,Blade,2
3861,Body,77,134,-5,3,0,2,-2,Both,Blade,2
3862,Arms,77,134,-5,3,0,2,-2,Both,Blade,0
3863,Waist,77,134,-5,3,0,2,-2,Both,Blade,2
3864,Legs,77,134,-5,3,0,2,-2,Both,Blade,0
3865,Head,41,87,-4,4,1,3,-1,Both,Gunner,2
3866,Body,41,87,-4,4,1,3,-1,Both,Gunner,2
3867,Arms,41,87,-4,4,1,3,-1,Both,Gunner,0
3868,Waist,41,87,-4,4,1,3,-1,Both,Gunner,2
3869,Legs,41,87,-4,4,1,3,-1,Both,Gunner,0
3870,Head,75,132,-3,-4,1,3,0,Both,Blade,1
3871,Body,75,132,-3,-4,1,3,0,Both,Blade,2
3872,Arms,75,132,-3,-4,1,3,0,Both,Blade,2
3873,Waist,75,132,-3,-4,1,3,0,Both,Blade,2
3874,Legs,75,132,-3,-4,1,3,0,Both,Blade,1
3875,Head,40,86,-2,-3,2,4,1,Both,Gunner,1
3876,Body,40,86,-2,-3,1,4,1,Both,Gunner,2
3877,Arms,40,86,-2,-3,2,4,1,Both,Gunner,2
3878,Waist,40,86,-2,-3,2,4,1,Both,Gunner,2
3879,Legs,40,86,-2,-3,2,4,1,Both,Gunner,1
3880,Head,86,137,0,-2,1,3,-4,Both,Blade,1
3881,Body,86,137,0,-2,1,3,-4,Both,Blade,2
3882,Arms,86,137,0,-2,1,3,-4,Both,Blade,2
3883,Waist,86,137,0,-2,1,3,-4,Both,Blade,3
3884,Legs,86,137,0,-2,1,3,-4,Both,Blade,1
3885,Head,46,89,1,-1,2,6,-2,Both,Gunner,1
3886,Body,46,89,1,-1,2,6,-2,Both,Gunner,2
3887,Arms,46,89,1,-1,2,6,-2,Both,Gunner,2
3888,Waist,46,89,1,-1,2,6,-2,Both,Gunner,3
3889,Legs,46,89,1,-1,2,6,-2,Both,Gunner,1
3890,Head,78,135,3,-4,2,-5,0,Both,Blade,1
3891,Body,78,135,3,-4,2,-5,0,Both,Blade,1
3892,Arms,78,135,3,-4,2,-5,0,Both,Blade,2
3893,Waist,78,135,3,-4,2,-5,0,Both,Blade,0
3894,Legs,78,135,3,-4,2,-5,0,Both,Blade,0
3895,Head,42,88,4,-3,3,-4,1,Both,Gunner,2
3896,Body,42,88,4,-3,3,-4,1,Both,Gunner,1
3897,Arms,42,88,4,-3,3,-4,1,Both,Gunner,2
3898,Waist,42,88,4,-3,3,-4,1,Both,Gunner,0
3899,Legs,42,88,4,-3,3,-4,1,Both,Gunner,0
3900,Head,80,137,3,-4,2,0,-5,Both,Blade,3
3901,Body,80,137,3,-4,2,0,-5,Both,Blade,2
3902,Arms,80,137,3,-4,2,0,-5,Both,Blade,1
3903,Waist,80,137,3,-4,2,0,-5,Both,Blade,1
3904,Legs,80,137,3,-4,2,0,-5,Both,Blade,1
3905,Head,43,89,4,-3,3,1,-4,Both,Gunner,3
3906,Body,43,89,4,-3,3,1,-4,Both,Gunner,2
3907,Arms,43,89,4,-3,3,1,-4,Both,Gunner,1
3908,Waist,43,89,4,-3,3,1,-4,Both,Gunner,1
3909,Legs,43,89,4,-3,3,1,-4,Both,Gunner,1
3910,Head,82,135,-3,-3,3,3,2,Both,Blade,1
3911,Body,82,135,-3,-3,3,3,2,Both,Blade,1
3912,Arms,82,135,-3,-3,3,3,2,Both,Blade,1
3913,Waist,82,135,-3,-3,3,3,2,Both,Blade,1
3914,Legs,82,135,-3,-3,3,3,2,Both,Blade,2
3915,Head,44,88,-2,-2,4,4,3,Both,Gunner,1
3916,Body,44,88,-2,-2,4,4,3,Both,Gunner,1
3917,Arms,44,88,-2,-2,4,4,3,Both,Gunner,1
3918,Waist,44,88,-2,-2,4,4,3,Both,Gunner,1
3919,Legs,44,88,-2,-2,4,4,3,Both,Gunner,2
3920,Head,84,135,-4,-5,0,3,3,Both,Blade,1
3921,Body,84,135,-4,-5,0,3,3,Both,Blade,1
3922,Arms,84,135,-4,-5,0,3,3,Both,Blade,2
3923,Waist,84,135,-4,-5,0,3,3,Both,Blade,2
3924,Legs,84,135,-4,-5,0,3,3,Both,Blade,1
3925,Head,45,88,-3,-4,1,4,4,Both,Gunner,2
3926,Body,45,88,-3,-4,1,4,4,Both,Gunner,1
3927,Arms,45,88,-3,-4,1,4,4,Both,Gunner,2
3928,Waist,45,88,-3,-4,1,4,4,Both,Gunner,2
3929,Legs,45,88,-3,-4,1,4,4,Both,Gunner,1
3930,Head,86,137,2,-4,0,3,-5,Both,Blade,0
3931,Body,86,137,2,-4,0,3,-5,Both,Blade,0
3932,Arms,86,137,2,-4,0,3,-5,Both,Blade,2
3933,Waist,86,137,2,-4,0,3,-5,Both,Blade,3
3934,Legs,86,137,2,-4,0,3,-5,Both,Blade,2
3935,Head,46,89,3,-3,1,4,-4,Both,Gunner,0
3936,Body,46,89,3,-3,1,4,-4,Both,Gunner,0
3937,Arms,46,89,3,-3,1,4,-4,Both,Gunner,2
3938,Waist,46,89,3,-3,1,4,-4,Both,Gunner,3
3939,Legs,46,89,3,-3,1,4,-4,Both,Gunner,2
3940,Head,86,137,3,0,3,-3,-5,Both,Blade,2
3941,Body,86,137,3,0,3,-3,-5,Both,Blade,1
3942,Arms,86,137,3,0,3,-3,-5,Both,Blade,0
3943,Waist,86,137,3,0,3,-3,-5,Both,Blade,2
3944,Legs,86,137,3,0,3,-3,-5,Both,Blade,0
3945,Head,46,89,4,1,4,-2,-4,Both,Gunner,2
3946,Body,46,89,4,1,4,-2,-4,Both,Gunner,1
3947,Arms,46,89,4,1,4,-2,-4,Both,Gunner,0
3948,Waist,46,89,4,1,4,-2,-4,Both,Gunner,2
3949,Legs,46,89,4,1,4,-2,-4,Both,Gunner,0
3950,Head,88,139,-5,-3,3,3,4,Both,Blade,0
3951,Body,88,139,-5,-3,3,3,4,Both,Blade,1
3952,Arms,88,139,-5,-3,3,3,4,Both,Blade,1
3953,Waist,88,139,-5,-3,3,3,4,Both,Blade,1
3954,Legs,88,139,-5,-3,3,3,4,Both,Blade,3
3955,Head,47,90,-4,-2,4,4,5,Both,Gunner,0
3956,Body,47,90,-4,-2,4,4,5,Both,Gunner,1
3957,Arms,47,90,-4,-2,4,4,5,Both,Gunner,1
3958,Waist,47,90,-4,-2,4,4,5,Both,Gunner,1
3959,Legs,47,90,-4,-2,4,4,5,Both,Gunner,3
3960,Head,84,135,-5,1,1,1,2,Both,Blade,1
3961,Body,84,135,-5,1,1,1,2,Both,Blade,1
3962,Arms,84,135,-5,1,1,1,2,Both,Blade,1
3963,Waist,84,135,-5,1,1,1,2,Both,Blade,2
3964,Legs,84,135,-5,1,1,1,2,Both,Blade,2
3965,Head,45,88,-4,2,2,2,3,Both,Gunner,2
3966,Body,45,88,-4,2,2,2,3,Both,Gunner,1
3967,Arms,45,88,-4,2,2,2,3,Both,Gunner,1
3968,Waist,45,88,-4,2,2,2,3,Both,Gunner,2
3969,Legs,45,88,-4,2,2,2,3,Both,Gunner,2
3970,Head,86,137,1,1,1,-5,2,Both,Blade,1
3971,Body,86,137,1,1,1,-5,2,Both,Blade,2
3972,Arms,86,137,1,1,1,-5,2,Both,Blade,2
3973,Waist,86,137,1,1,1,-5,2,Both,Blade,2
3974,Legs,86,137,1,1,1,-5,2,Both,Blade,2
3975,Head,46,89,2,2,2,-4,3,Both,Gunner,2
3976,Body,46,89,2,2,2,-4,3,Both,Gunner,2
3977,Arms,46,89,2,2,2,-4,3,Both,Gunner,2
3978,Waist,46,89,2,2,2,-4,3,Both,Gunner,2
3979,Legs,46,89,2,2,2,-4,3,Both,Gunner,2
3980,Head,84,135,3,-2,-4,0,0,Both,Blade,3
3981,Body,84,135,3,-2,-4,0,0,Both,Blade,1
3982,Arms,84,135,3,-2,-4,0,0,Both,Blade,1
3983,Waist,84,135,3,-2,-4,0,0,Both,Blade,1
3984,Legs,84,135,3,-2,-4,0,0,Both,Blade,2
3985,Head,45,88,4,-1,-3,1,1,Both,Gunner,3
3986,Body,45,88,4,-1,-3,1,1,Both,Gunner,1
3987,Arms,45,88,4,-1,-3,1,1,Both,Gunner,1
3988,Waist,45,88,4,-1,-3,1,1,Both,Gunner,1
3989,Legs,45,88,4,-1,-3,1,1,Both,Gunner,2
3990,Head,86,137,3,-2,-4,0,0,Both,Blade,2
3991,Body,86,137,3,-2,-4,0,0,Both,Blade,1
3992,Arms,86,137,3,-2,-4,0,0,Both,Blade,1
3993,Waist,86,137,3,-2,-4,0,0,Both,Blade,2
3994,Legs,86,137,3,-2,-4,0,0,Both,Blade,1
3995,Head,46,89,4,-1,-3,1,1,Both,Gunner,2
3996,Body,46,89,4,-1,-3,1,1,Both,Gunner,1
3997,Arms,46,89,4,-1,-3,1,1,Both,Gunner,1
3998,Waist,46,89,4,-1,-3,1,1,Both,Gunner,2
3999,Legs,46,89,4,-1,-3,1,1,Both,Gunner,1
4000,Head,74,131,0,0,3,0,-5,Both,Blade,1
4001,Body,74,131,0,0,3,0,-5,Both,Blade,1
4002,Arms,74,131,0,0,3,0,-5,Both,Blade,2
4003,Waist,74,131,0,0,3,0,-5,Both,Blade,2
4004,Legs,74,131,0,0,3,0,-5,Both,Blade,0
4005,Head,40,86,1,1,4,1,-4,Both,Gunner,1
4006,Body,40,86,1,1,4,1,-4,Both,Gunner,1
4007,Arms,40,86,1,1,4,1,-4,Both,Gunner,2
4008,Waist,40,86,1,1,4,1,-4,Both,Gunner,2
4009,Legs,40,86,1,1,4,1,-4,Both,Gunner,0
4010,Head,74,131,3,-2,2,0,-4,Both,Blade,1
4011,Body,74,131,3,-2,2,0,-4,Both,Blade,2
4012,Arms,74,131,3,-2,2,0,-4,Both,Blade,2
4013,Waist,74,131,3,-2,2,0,-4,Both,Blade,1
4014,Legs,74,131,3,-2,2,0,-4,Both,Blade,2
4015,Head,40,86,4,-1,3,1,-3,Both,Gunner,1
4016,Body,40,86,4,-1,3,1,-3,Both,Gunner,2
4017,Arms,40,86,4,-1,3,1,-3,Both,Gunner,2
4018,Waist,40,86,4,-1,3,1,-3,Both,Gunner,1
4019,Legs,40,86,4,-1,3,1,-3,Both,Gunner,2
4020,Head,76,133,3,-3,2,-4,0,Both,Blade,2
4021,Body,76,133,3,-3,2,-4,0,Both,Blade,2
4022,Arms,76,133,3,-3,2,-4,0,Both,Blade,2
4023,Waist,76,133,3,-3,2,-4,0,Both,Blade,2
4024,Legs,76,133,3,-3,2,-4,0,Both,Blade,2
4025,Head,41,87,4,-2,3,-3,1,Both,Gunner,2
4026,Body,41,87,4,-2,3,-3,1,Both,Gunner,2
4027,Arms,41,87,4,-2,3,-3,1,Both,Gunner,2
4028,Waist,41,87,4,-2,3,-3,1,Both,Gunner,2
4029,Legs,41,87,4,-2,3,-3,1,Both,Gunner,2
4030,Head,86,137,-1,1,-3,-2,1,Both,Blade,1
4031,Body,86,137,-1,1,-3,-2,1,Both,Blade,1
4032,Arms,86,137,-1,1,-3,-2,1,Both,Blade,2
4033,Waist,86,137,-1,1,-3,-2,1,Both,Blade,1
4034,Legs,86,137,-1,1,-3,-2,1,Both,Blade,2
4035,Head,46,89,0,2,-2,-1,2,Both,Gunner,1
4036,Body,46,89,0,2,-2,-1,2,Both,Gunner,1
4037,Arms,46,89,0,2,-2,-1,2,Both,Gunner,2
4038,Waist,46,89,0,2,-2,-1,2,Both,Gunner,1
4039,Legs,46,89,0,2,-2,-1,2,Both,Gunner,2
4040,Head,88,139,0,0,1,-2,-3,Both,Blade,1
4041,Body,88,139,0,0,1,-2,-3,Both,Blade,1
4042,Arms,88,139,0,0,1,-2,-3,Both,Blade,2
4043,Waist,88,139,0,0,1,-2,-3,Both,Blade,1
4044,Legs,88,139,0,0,1,-2,-3,Both,Blade,2
4045,Head,47,90,1,1,2,-1,-2,Both,Gunner,2
4046,Body,47,90,1,1,2,-1,-2,Both,Gunner,1
4047,Arms,47,90,1,1,2,-1,-2,Both,Gunner,2
4048,Waist,47,90,1,1,2,-1,-2,Both,Gunner,1
4049,Legs,47,90,1,1,2,-1,-2,Both,Gunner,2
4050,Head,75,132,2,0,0,-1,-3,Both,Blade,2
4051,Body,75,132,2,0,0,-1,-3,Both,Blade,1
4052,Arms,75,132,2,0,0,-1,-3,Both,Blade,1
4053,Waist,75,132,2,0,0,-1,-3,Both,Blade,1
4054,Legs,75,132,2,0,0,-1,-3,Both,Blade,2
4055,Head,40,86,3,1,1,0,-2,Both,Gunner,2
4056,Body,40,86,3,1,1,0,-2,Both,Gunner,1
4057,Arms,40,86,3,1,1,0,-2,Both,Gunner,1
4058,Waist,40,86,3,1,1,0,-2,Both,Gunner,1
4059,Legs,40,86,3,1,1,0,-2,Both,Gunner,2
4060,Head,85,136,0,1,0,0,-2,Both,Blade,1
4061,Body,85,136,-4,1,0,4,-2,Both,Blade,0
4062,Arms,85,136,-4,1,0,4,-2,Both,Blade,1
4063,Waist,85,136,4,1,0,-4,-2,Both,Blade,1
4064,Legs,85,136,4,1,0,-4,-2,Both,Blade,2
4065,Head,45,88,1,2,1,1,-1,Both,Gunner,1
4066,Body,45,88,-3,2,1,5,-1,Both,Gunner,0
4067,Arms,45,88,-3,2,1,5,-1,Both,Gunner,1
4068,Waist,45,88,5,2,1,-3,-1,Both,Gunner,1
4069,Legs,45,88,5,2,1,-3,-1,Both,Gunner,2
4070,Head,85,136,-2,-4,1,3,0,Both,Blade,2
4071,Body,85,136,-2,-4,1,3,0,Both,Blade,1
4072,Arms,85,136,-2,-4,1,3,0,Both,Blade,1
4073,Waist,85,136,-2,-4,1,3,0,Both,Blade,2
4074,Legs,85,136,-2,-4,1,3,0,Both,Blade,3
4075,Head,45,88,-1,-3,2,4,1,Both,Gunner,2
4076,Body,45,88,-1,-3,2,4,1,Both,Gunner,1
4077,Arms,45,88,-1,-3,2,4,1,Both,Gunner,1
4078,Waist,45,88,-1,-3,2,4,1,Both,Gunner,2
4079,Legs,45,88,-1,-3,2,4,1,Both,Gunner,3
4080,Head,85,136,2,-2,1,0,-4,Both,Blade,1
4081,Body,85,136,2,-2,1,0,-4,Both,Blade,2
4082,Arms,85,136,2,-2,1,0,-4,Both,Blade,1
4083,Waist,85,136,2,-2,1,0,-4,Both,Blade,2
4084,Legs,85,136,2,-2,1,0,-4,Both,Blade,0
4085,Head,45,88,3,-1,2,1,-3,Both,Gunner,1
4086,Body,45,88,3,-1,2,1,-3,Both,Gunner,2
4087,Arms,45,88,3,-1,2,1,-3,Both,Gunner,1
4088,Waist,45,88,3,-1,2,1,-3,Both,Gunner,2
4089,Legs,45,88,3,-1,2,1,-3,Both,Gunner,0
4090,Head,87,138,-5,-1,0,0,3,Both,Blade,1
4091,Body,87,138,-5,-1,0,0,3,Both,Blade,2
4092,Arms,87,138,-5,-1,0,0,3,Both,Blade,1
4093,Waist,87,138,-5,-1,0,0,3,Both,Blade,0
4094,Legs,87,138,-5,-1,0,0,3,Both,Blade,1
4095,Head,47,90,-4,0,1,1,4,Both,Gunner,1
4096,Body,47,90,-4,0,1,1,4,Both,Gunner,2
4097,Arms,47,90,-4,0,1,1,4,Both,Gunner,1
4098,Waist,47,90,-4,0,1,1,4,Both,Gunner,0
4099,Legs,47,90,-4,0,1,1,4,Both,Gunner,1
4100,Head,88,139,3,0,0,-5,-1,Both,Blade,0
